sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00001409,Tree Removal Inspection,SEE,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T11:49:39.000,2021-06-08T09:34:09.000,2021-06-08T09:34:09.000,830 N FAIRFIELD AVE,,,60622,830,N,FAIRFIELD,AVE,False,False,24,26,J020,1,12,1211,33,11,6,1,1157835.752909,1905566.987341,41.89663814176018,-87.69574884254384,"{'latitude': '41.89663814176018', 'longitude': '-87.69574884254384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001410,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:49:52.000,2021-01-01T12:31:57.000,2021-01-01T11:49:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001411,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:50:26.000,2021-01-01T12:31:39.000,2021-01-01T11:50:26.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001412,Traffic Signal Out Complaint,SFB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T11:50:48.000,2021-01-01T14:16:08.000,2021-01-01T14:16:08.000,3101 S ARCHER AVE,,,60608,3101,S,ARCHER,AVE,True,False,59,25,L029,1,09,0912,9,11,6,1,1166170.818108,1884149.146696,41.83769169843032,-87.66574737258163,"{'latitude': '41.83769169843032', 'longitude': '-87.66574737258163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05728870,
SR21-00001413,Building Violation,BBA,,DOB - Buildings,Completed,Mobile Device,2021-01-01T11:51:10.000,2021-03-23T10:50:11.000,2021-03-23T10:50:09.000,7535 W IRVING PARK RD,,,60634,7535,W,IRVING PARK,RD,False,False,17,38,X113,3,16,1631,13,11,6,1,1124972.25245,1925656.331718,41.952372709663344,-87.81600791955152,"{'latitude': '41.952372709663344', 'longitude': '-87.81600791955152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001414,Blue Recycling Cart,SRRC,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T11:51:15.000,2021-06-23T10:47:35.000,2021-06-23T10:47:35.000,3530 N OVERHILL AVE,,,60634,3530,N,OVERHILL,AVE,False,False,17,38,W114,3,16,1631,9,11,6,1,1124046.522951,1922643.838138,41.94412134004652,-87.81947740049218,"{'latitude': '41.94412134004652', 'longitude': '-87.81947740049218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001415,Snow – Uncleared Sidewalk Complaint,SWSNOREM,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T11:51:34.000,2021-01-12T09:00:36.000,2021-01-12T09:00:36.000,7830 S LUELLA AVE,,,60649,7830,S,LUELLA,AVE,True,False,43,7,V040,1,04,0414,15,11,6,1,1192480.394451,1853258.639926,41.75232451114421,-87.570213500391,"{'latitude': '41.75232451114421', 'longitude': '-87.570213500391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05725206,
SR21-00001416,Ice and Snow Removal Request,SDO,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T11:51:56.000,2021-01-02T03:29:38.000,2021-01-02T03:29:38.000,6557 S NORMAL BLVD,,,60621,6557,S,NORMAL,BLVD,False,False,68,20,O037,2,07,0722,29,11,6,1,1174254.483741,1861351.876753,41.77495751285511,-87.6367629280594,"{'latitude': '41.77495751285511', 'longitude': '-87.6367629280594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001417,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Completed,Internet,2021-01-01T11:52:02.000,2021-01-08T14:03:03.000,2021-01-08T14:03:03.000,4258 N MEADE AVE,,,60634,4258,N,MEADE,AVE,False,False,15,38,A012,2,16,1624,15,11,6,1,1134831.303104,1927916.41002,41.95840556950677,-87.77971140942554,"{'latitude': '41.95840556950677', 'longitude': '-87.77971140942554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001418,Missed Garbage Pick-Up Complaint,SCC,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T11:52:08.000,2021-01-04T14:11:45.000,2021-01-04T14:11:45.000,1814 N MULLIGAN AVE,,,60639,1814,N,MULLIGAN,AVE,False,False,25,29,A018,1,25,2513,12,11,6,1,1133828.072983,1911477.896103,41.913314156208436,-87.78378712106053,"{'latitude': '41.913314156208436', 'longitude': '-87.78378712106053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001419,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:52:13.000,2021-01-01T12:31:39.000,2021-01-01T11:52:13.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001421,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:52:59.000,2021-01-01T12:31:57.000,2021-01-01T11:52:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001422,Ice and Snow Removal Request,SDO,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T11:53:42.000,2021-01-02T09:32:00.000,2021-01-02T09:32:00.000,4937 W WRIGHTWOOD AVE,,,60639,4937,W,WRIGHTWOOD,AVE,False,False,19,31,D016,2,25,2521,37,11,6,1,1142889.893015,1916770.787441,41.927674249792645,-87.75036328152372,"{'latitude': '41.927674249792645', 'longitude': '-87.75036328152372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001423,Report an Injured Animal,EAQ,311 City Services,Animal Care and Control,Canceled,Phone Call,2021-01-01T11:53:42.000,2021-01-01T12:42:56.000,2021-01-01T12:42:56.000,8138 S SAGINAW AVE,,,60617,8138,S,SAGINAW,AVE,False,False,46,7,W041,2,04,0422,24,11,6,1,1195173.687754,1851355.938316,41.74703737141747,-87.56040657547419,"{'latitude': '41.74703737141747', 'longitude': '-87.56040657547419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001424,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:54:39.000,2021-01-01T12:31:20.000,2021-01-01T11:54:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001425,Pet Wellness Check Request,PET,311 City Services,Animal Care and Control,Completed,Phone Call,2021-01-01T11:54:56.000,2021-01-02T14:42:15.000,2021-01-02T14:42:15.000,6830 S KEELER AVE,,,60629,6830,S,KEELER,AVE,False,False,65,13,F038,3,08,0833,5,11,6,1,1149474.587575,1858826.148505,41.76854136446446,-87.72766856892245,"{'latitude': '41.76854136446446', 'longitude': '-87.72766856892245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001426,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:55:27.000,2021-01-01T12:31:20.000,2021-01-01T11:55:27.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001427,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:55:35.000,2021-01-01T12:31:01.000,2021-01-01T11:55:35.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,L023,2,12,1225,46,11,6,1,1163773.861613,1897618.117303,41.874702630016046,-87.67416345514542,"{'latitude': '41.874702630016046', 'longitude': '-87.67416345514542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001428,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:55:52.000,2021-01-01T12:31:39.000,2021-01-01T11:55:52.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001429,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T11:56:26.000,2021-01-01T12:31:57.000,2021-01-01T11:56:26.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,11,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001430,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T11:56:37.000,2021-01-11T08:31:30.000,2021-01-11T08:31:30.000,501 W 103RD ST,,,60628,501,W,103RD,ST,False,False,73,9,O047,3,22,2232,24,11,6,1,1174782.675138,1836598.31553,41.70701879493816,-87.63556243353929,"{'latitude': '41.70701879493816', 'longitude': '-87.63556243353929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001431,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:56:44.000,2021-01-01T12:31:20.000,2021-01-01T11:56:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001432,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:56:50.000,2021-01-01T12:31:01.000,2021-01-01T11:56:50.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001433,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:57:06.000,2021-01-01T12:31:39.000,2021-01-01T11:57:06.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001434,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:01.000,2021-01-01T12:31:01.000,2021-01-01T11:58:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001435,Sign Repair Request - Stop Sign,PCB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T11:58:06.000,2021-01-02T09:04:47.000,2021-01-02T09:04:47.000,6245 N MILWAUKEE AVE,,,60646,6245,N,MILWAUKEE,AVE,False,False,10,39,A007,1,16,1611,20,11,6,1,1133299.317993,1941238.243242,41.9949889550008,-87.78503017699755,"{'latitude': '41.9949889550008', 'longitude': '-87.78503017699755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001437,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:12.000,2021-01-01T12:31:20.000,2021-01-01T11:58:12.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001438,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:24.000,2021-01-01T12:31:39.000,2021-01-01T11:58:24.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001439,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:25.000,2021-01-01T12:31:57.000,2021-01-01T11:58:25.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001440,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:25.000,2021-01-01T12:31:57.000,2021-01-01T11:58:25.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001441,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:39.000,2021-01-01T12:31:01.000,2021-01-01T11:58:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001442,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:58:58.000,2021-01-01T12:31:57.000,2021-01-01T11:58:58.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001443,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:59:03.000,2021-01-01T12:31:20.000,2021-01-01T11:59:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001444,Fly Dumping Complaint,SDR,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T11:59:50.000,2021-01-04T11:18:32.000,2021-01-04T11:18:32.000,2040 N SPAULDING AVE,,,60647,2040,N,SPAULDING,AVE,False,False,22,26,H017,1,14,1413,7,11,6,1,1153713.052642,1913545.128864,41.91861396005748,-87.71067817873255,"{'latitude': '41.91861396005748', 'longitude': '-87.71067817873255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001445,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T11:59:53.000,2021-01-01T12:31:20.000,2021-01-01T11:59:54.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,11,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001446,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T12:00:01.000,2021-01-01T12:31:20.000,2021-01-01T12:00:02.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,12,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001447,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:00:10.000,2021-01-01T12:31:57.000,2021-01-01T12:00:10.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001448,Traffic Signal Out Complaint,SFB,Streets and Sanitation,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T12:00:12.000,2021-01-01T18:47:18.000,2021-01-01T18:47:18.000,6300 S KILBOURN AVE,,,60629,6300,S,KILBOURN,AVE,False,False,65,13,E037,1,08,0813,29,12,6,1,1147447.904567,1862416.659914,41.77843325201242,-87.73500590936034,"{'latitude': '41.77843325201242', 'longitude': '-87.73500590936034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001449,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T12:00:12.000,2021-01-01T12:31:20.000,2021-01-01T12:00:13.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,12,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001450,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:00:20.000,2021-01-01T12:31:01.000,2021-01-01T12:00:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001451,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:00:23.000,2021-01-01T12:31:20.000,2021-01-01T12:00:23.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001452,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:00:48.000,2021-01-01T12:31:57.000,2021-01-01T12:00:48.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001453,Ice and Snow Removal Request,SDO,,Streets and Sanitation,Completed,Internet,2021-01-01T12:00:49.000,2021-01-02T09:32:00.000,2021-01-02T09:32:00.000,8552 W GREGORY ST,,,60656,8552,W,GREGORY,ST,False,False,76,41,U109,1,16,1614,28,12,6,1,1118073.943401,1935848.196063,41.98045190700816,-87.84115173872325,"{'latitude': '41.98045190700816', 'longitude': '-87.84115173872325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001454,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:00:55.000,2021-01-01T12:31:57.000,2021-01-01T12:00:55.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001455,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:01:03.000,2021-01-01T12:31:57.000,2021-01-01T12:01:03.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001456,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:01:18.000,2021-01-01T12:31:20.000,2021-01-01T12:01:18.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001457,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:01:29.000,2021-01-01T12:31:01.000,2021-01-01T12:01:29.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001458,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:02:11.000,2021-01-01T12:31:57.000,2021-01-01T12:02:11.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001459,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:02:17.000,2021-01-01T12:31:20.000,2021-01-01T12:02:17.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001460,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:02:22.000,2021-01-01T12:31:39.000,2021-01-01T12:02:22.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001461,Traffic Signal Out Complaint,SFB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T12:02:50.000,2021-06-14T16:00:17.000,2021-06-14T16:00:17.000,3949 W 71ST ST,,,60629,3949,W,71ST,ST,True,False,65,18,G039,3,08,0833,41,12,6,1,1150934.055378,1857220.942182,41.76410808739357,-87.72236062297766,"{'latitude': '41.76410808739357', 'longitude': '-87.72236062297766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR21-00000520,
SR21-00001462,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T12:02:57.000,2021-01-01T12:31:39.000,2021-01-01T12:02:57.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,12,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
